Le'Veon Bell ,@NE,13,0,0,0,1165,10,600,3,0,0,1,252.5,0,176,78,-1,253
Adrian Peterson ,@SF,16,0,0,0,1370,13,216,2,0,1,2,246.6,0,215,33,0,248
Jamaal Charles ,@HOU,16,0,0,0,1230,10,405,4,0,1,2,245.5,0,183,64,0,247
Eddie Lacy ,@CHI,16,0,0,0,1342,10,400,2,0,0,1,244.2,0,194,52,-1,245
Marshawn Lynch ,@STL,16,0,0,0,1204,11,245,1,0,0,1,214.9,0,186,30,-1,215
Matt Forte ,GB,16,0,0,0,1000,7,522,3,0,0,1,210.2,0,142,70,-1,211
C.J. Anderson ,BAL,16,0,0,0,1079,9,316,2,0,1,0,207.5,0,161,43,2,206
Jeremy Hill ,@OAK,16,0,0,0,1255,9,231,1,0,1,2,206.6,0,179,29,0,208
LeSean McCoy ,IND,16,0,0,0,1183,8,231,2,0,1,2,199.4,0,166,35,0,201
DeMarco Murray ,@ATL,16,0,0,0,1157,9,257,1,0,0,2,197.4,0,169,31,-2,198
Mark Ingram ,@ARI,16,0,0,0,1201,9,166,1,0,0,1,194.7,0,174,22,-1,195
Frank Gore ,@BUF,15,0,0,0,1057,9,219,2,0,0,0,193.6,0,159,33,0,192
Justin Forsett ,@DEN,16,0,0,0,1098,7,282,2,0,1,1,192,0,151,40,1,192
Alfred Morris ,MIA,16,0,0,0,1249,8,135,0,0,1,1,186.4,0,172,13,1,186
Lamar Miller ,@WAS,16,0,0,0,1157,7,238,1,0,0,2,183.5,0,157,29,-2,184
Carlos Hyde ,MIN,16,0,0,0,1136,7,172,1,0,1,2,176.8,0,155,23,0,178
Melvin Gordon ,DET,16,0,0,0,1147,7,153,1,0,0,1,176,0,156,21,-1,176
Latavius Murray ,CIN,16,0,0,0,1040,8,153,1,0,0,1,171.3,0,152,21,-1,172
Jonathan Stewart ,@JAC,14,0,0,0,1120,5,241,1,0,1,2,170.1,0,142,30,0,172
T.J. Yeldon ,CAR,16,0,0,0,965,8,205,1,0,1,2,169,0,144,26,0,170
Andre Ellington ,NO,16,0,0,0,861,6,359,1,0,0,1,162,0,122,41,-1,162
Todd Gurley ,SEA,12,0,0,0,845,7,182,1,0,1,1,150.7,0,126,24,1,151
Joseph Randle ,NYG,16,0,0,0,852,7,131,1,0,0,0,146.3,0,127,19,0,146
Ameer Abdullah ,@SD,16,0,0,0,737,5,355,1,0,0,1,143.2,0,103,41,-1,143
LeGarrette Blount ,PIT,13,0,0,0,815,8,41,1,0,0,1,137.6,0,129,10,-1,138
Chris Ivory ,CLE,16,0,0,0,918,5,115,0,0,1,1,133.3,0,121,11,1,133
Tevin Coleman ,PHI,16,0,0,0,793,7,100,0,0,0,1,129.3,0,121,10,-1,130
Devonta Freeman ,PHI,16,0,0,0,655,5,233,2,0,0,1,128.8,0,95,35,-1,129
C.J. Spiller ,@ARI,16,0,0,0,561,5,301,2,0,0,1,126.2,0,86,42,-1,127
Arian Foster ,KC,15,0,0,0,590,6,210,1,0,1,0,124,0,95,27,2,124
Giovani Bernard ,@OAK,16,0,0,0,642,2,361,2,0,0,1,122.3,0,76,48,-1,123
Rashad Jennings ,@DAL,16,0,0,0,689,4,179,2,0,0,1,120.8,0,92,29,-1,120
Joique Bell ,@SD,16,0,0,0,707,4,208,1,0,0,2,117.5,0,94,26,-2,118
Doug Martin ,TEN,16,0,0,0,619,5,126,1,0,1,0,112.5,0,91,18,2,111
Shane Vereen ,@DAL,16,0,0,0,329,4,374,3,0,0,0,112.3,0,56,55,0,111
Bishop Sankey ,@TB,16,0,0,0,654,5,134,0,0,0,1,106.8,0,95,13,-1,107
Isaiah Crowell ,@NYJ,16,0,0,0,655,5,128,0,0,0,2,104.3,0,95,12,-2,105
Duke Johnson ,@NYJ,16,0,0,0,423,5,253,1,0,0,0,103.6,0,72,31,0,103
Alfred Blue ,KC,16,0,0,0,524,6,103,1,0,0,1,102.7,0,88,16,-1,103
Tre Mason ,SEA,16,0,0,0,673,3,172,0,0,0,0,102.5,0,85,17,0,102
Ryan Mathews ,@ATL,15,0,0,0,646,2,184,1,0,0,0,101,0,76,24,0,100
Darren McFadden ,NYG,16,0,0,0,646,4,66,1,0,0,1,99.2,0,88,12,-1,99
Charles Sims ,TEN,16,0,0,0,382,5,171,2,0,0,0,97.3,0,68,29,0,97
Danny Woodhead ,DET,16,0,0,0,291,4,275,3,0,0,1,96.6,0,53,45,-1,97
Roy Helu ,CIN,16,0,0,0,276,4,338,2,0,0,1,95.4,0,51,45,-1,95
Fred Jackson ,IND,16,0,0,0,324,3,355,1,0,0,0,91.9,0,50,41,0,91
David Cobb ,@TB,16,0,0,0,477,5,93,1,0,1,2,91,0,77,15,0,92
Knile Davis ,@HOU,16,0,0,0,426,4,156,1,0,0,1,86.2,0,66,21,-1,86
Javorius Allen ,@DEN,16,0,0,0,437,3,168,1,0,0,1,82.5,0,61,22,-1,82
Darren Sproles ,@ATL,16,0,0,0,254,2,329,2,0,0,0,82.3,0,37,44,0,81
Montee Ball ,BAL,16,0,0,0,364,4,157,1,0,0,0,82.1,0,60,21,0,81
Reggie Bush ,MIN,16,0,0,0,375,3,205,2,0,0,3,82,0,55,32,-3,84
David Johnson ,NO,16,0,0,0,438,3,219,0,0,0,1,81.7,0,61,21,-1,81
Dan Herron ,@BUF,16,0,0,0,408,3,168,1,0,0,0,81.6,0,58,22,0,80
DeAngelo Williams ,@NE,16,0,0,0,573,2,55,1,0,0,0,80.8,0,69,11,0,80
Terrance West ,@NYJ,16,0,0,0,448,4,71,1,0,0,1,79.9,0,68,13,-1,80
Bernard Pierce ,CAR,16,0,0,0,446,4,62,1,0,0,1,78.8,0,68,12,-1,79
Khiry Robinson ,@ARI,16,0,0,0,393,4,91,1,0,0,0,78.4,0,63,15,0,78
Jacquizz Rodgers ,GB,13,0,0,0,321,2,208,2,0,0,0,76.9,0,44,32,0,76
Andre Williams ,@DAL,16,0,0,0,524,3,81,0,0,1,2,76.5,0,70,8,0,78
Toby Gerhart ,CAR,16,0,0,0,374,4,141,0,0,0,0,75.5,0,61,14,0,75
Jerick McKinnon ,@SF,16,0,0,0,437,1,251,0,0,0,0,74.8,0,49,25,0,74
Dexter McCluster ,@TB,16,0,0,0,282,1,221,2,0,0,0,68.3,0,34,34,0,68
Bobby Rainey ,TEN,16,0,0,0,241,3,219,1,0,0,1,68,0,42,27,-1,68
Theo Riddick ,@SD,16,0,0,0,301,1,228,1,0,0,0,64.9,0,36,28,0,64
Christine Michael ,@STL,16,0,0,0,375,4,32,0,0,0,0,64.7,0,61,3,0,64
Stevan Ridley ,CLE,16,0,0,0,409,2,57,0,0,0,0,58.6,0,52,5,0,57
Jeremy Langford ,GB,16,0,0,0,254,2,146,1,0,0,0,58,0,37,20,0,57
Zac Stacy ,CLE,16,0,0,0,238,3,102,1,0,0,0,58,0,41,16,0,57
Branden Oliver ,DET,16,0,0,0,256,1,203,1,0,0,0,57.9,0,31,26,0,57
Trent Richardson ,CIN,12,0,0,0,212,3,179,0,0,0,0,57.1,0,39,17,0,56
Chris Polk ,KC,16,0,0,0,326,1,130,1,0,0,1,55.6,0,38,19,-1,56
Lorenzo Taliaferro ,@DEN,16,0,0,0,343,2,92,0,0,0,0,55.5,0,46,9,0,55
Damien Williams ,@WAS,14,0,0,0,320,1,171,0,0,0,0,55.1,0,38,17,0,55
Denard Robinson ,CAR,16,0,0,0,344,1,84,1,0,0,1,52.8,0,40,14,-1,53
James White ,PIT,12,0,0,0,182,1,217,1,0,0,0,51.9,0,24,27,0,51
Cameron Artis0Payne ,@JAC,11,0,0,0,295,2,99,0,0,0,0,51.4,0,41,9,0,50
Dri Archer ,@NE,14,0,0,0,190,1,141,2,0,0,0,51.1,0,25,26,0,51
Robert Turbin ,@STL,16,0,0,0,213,1,172,1,0,0,0,50.5,0,27,23,0,50
Stepfan Taylor ,NO,15,0,0,0,197,3,120,0,0,0,0,49.7,0,37,12,0,49
Jay Ajayi ,@WAS,16,0,0,0,201,2,193,0,0,0,1,49.4,0,32,19,-1,50
Antone Smith ,PHI,14,0,0,0,180,2,127,1,0,0,0,48.7,0,30,18,0,48
Marcel Reece ,CIN,15,0,0,0,111,2,190,1,0,0,0,48.1,0,23,25,0,48
Jordan Todman ,@JAC,14,0,0,0,256,1,183,0,0,0,1,47.9,0,31,18,-1,48
Fozzy Whittaker ,@JAC,15,0,0,0,275,1,126,0,0,0,0,46.1,0,33,12,0,45
Kerwynn Williams ,NO,16,0,0,0,217,2,45,1,0,0,0,44.2,0,33,10,0,43
Benny Cunningham ,SEA,16,0,0,0,134,1,200,1,0,0,1,43.4,0,19,26,-1,44
De'Anthony Thomas ,@HOU,16,0,0,0,117,1,125,2,0,0,0,42.2,0,17,24,0,41
Travaris Cadet ,PIT,13,0,0,0,184,0,219,0,0,0,0,40.3,0,18,21,0,39
Donald Brown ,DET,15,0,0,0,164,2,117,0,0,0,0,40.1,0,28,11,0,39
Matt Asiata ,@SF,16,0,0,0,244,1,94,0,0,0,0,39.8,0,30,9,0,39
James Starks ,@CHI,16,0,0,0,242,1,92,0,0,0,0,39.4,0,30,9,0,39
Brandon Bolden ,PIT,14,0,0,0,154,2,48,1,0,0,0,38.2,0,27,10,0,37
Ronnie Hillman ,BAL,16,0,0,0,221,1,100,0,0,0,0,38.1,0,28,10,0,38
Lance Dunbar ,NYG,16,0,0,0,258,2,22,0,0,0,1,38,0,37,2,-1,38
Josh Robinson ,@BUF,15,0,0,0,267,1,37,0,0,0,0,36.4,0,32,3,0,35
Silas Redd ,MIA,12,0,0,0,207,1,95,0,0,0,0,36.2,0,26,9,0,35
Mike Tolbert ,@JAC,16,0,0,0,107,2,129,0,0,0,0,35.6,0,22,12,0,34
Jonas Gray ,PIT,11,0,0,0,206,2,12,0,0,0,0,33.8,0,32,1,0,33
Chris Johnson ,NO,16,0,0,0,196,1,56,0,0,0,0,31.2,0,25,5,0,30
Matt Jones ,MIA,16,0,0,0,168,2,34,0,0,0,1,30.2,0,28,3,-1,30
Mike Davis ,MIN,15,0,0,0,169,1,70,0,0,0,0,29.9,0,22,7,0,29
Juwan Thompson ,BAL,16,0,0,0,187,1,30,0,0,0,0,27.7,0,24,3,0,27
Jonathan Grimes ,KC,14,0,0,0,160,1,53,0,0,0,0,27.3,0,22,5,0,27
Bilal Powell ,CLE,14,0,0,0,167,0,94,0,0,0,0,26.1,0,16,9,0,25
LaMichael James ,@WAS,9,0,0,0,202,0,58,0,0,0,0,26,0,20,5,0,25
Bryce Brown ,IND,4,0,0,0,168,1,31,0,0,0,0,25.9,0,22,3,0,25
Ka'Deem Carey ,GB,14,0,0,0,186,0,71,0,0,0,0,25.7,0,18,7,0,25
Marion Grice ,NO,13,0,0,0,134,1,14,0,0,0,0,20.8,0,19,1,0,20
Anthony Dixon ,IND,15,0,0,0,109,1,20,0,0,0,0,18.9,0,16,2,0,18
Daniel Thomas ,GB,11,0,0,0,133,0,55,0,0,0,0,18.8,0,13,5,0,18
